"company_id","company_name","year","country","city","consolidation_code","nace_code","icb_code","sic_code","total_assets_eur","total_liabilities_eur","total_equity_eur","total_revenue_eur","net_sales_eur","gross_sales_eur","net_income_eur","ebit_margin_pct","ebitda_margin_pct","roa_pct","roe_pct","net_assets_turnover","stock_turnover","solvency_pct","gearing_pct","current_ratio","liquidity_ratio","shareholders_liq_pct","interest_cover"
"BMP VENTURES AGDE2011668306IC","BMP VENTURES AG",2020,"Germany","BERLIN","C1",6713,NA,679,5633,2270,3363,0,0,0,0,NA,NA,0,0,0,0,59.7,NA,4.93,4.92,2.57,NA
"M1 KLINIKEN AGDE2011672257IC","M1 KLINIKEN AG",2020,"Germany","BERLIN","C2",8514,4533,808,92814,24592,68222,77371,77217,77217,9729,10.19,14.58,13.73,14.26,0.99,50.9,73.5,NA,4.11,4.01,6.71,23.04
"M1 KLINIKEN AGDE2011672257IC","M1 KLINIKEN AG",2020,"Germany","BERLIN","C2",8514,4533,808,188742,73424,115318,160032,159591,159591,7425,2.66,5.46,4.65,5.92,1.22,3.78,61.1,NA,2.11,1.38,7.51,5.89
"M1 KLINIKEN AGDE2011672257IU","M1 KLINIKEN AG",2020,"Germany","BERLIN","U2",8514,4533,808,57684,1679,56005,0,0,0,0,NA,NA,0,0,0,NA,97.09,NA,21.94,NA,417.95,NA
"FRANCOTYP-POSTALIA HOLDING AGDE2011688067IC","FRANCOTYP-POSTALIA HOLDING AG",2020,"Germany","BIRKENWERDER","C2",6420,2757,489,186269,154278,31991,211859,209088,209088,1703,3.62,16.56,3.19,5.32,2.03,17.14,17.17,226.7,1.04,0.88,0.44,3.99
"FRANCOTYP-POSTALIA HOLDING AGDE2011688067IC","FRANCOTYP-POSTALIA HOLDING AG",2020,"Germany","BIRKENWERDER","C2",6420,2757,489,174000,160330,13670,200248,195853,195853,-15147,-4.36,6.6,-8.45,-110.8,2.28,17.4,7.86,543.17,1.07,0.93,0.18,-2.24
"FRANCOTYP-POSTALIA HOLDING AGDE2011688067IU","FRANCOTYP-POSTALIA HOLDING AG",2020,"Germany","BIRKENWERDER","U2",6420,2757,489,123647,56269,67378,3364,3148,3148,NA,NA,NA,10.32,13.54,0.03,NA,54.49,68.19,4.22,NA,1.47,-9.12
"FRANCOTYP-POSTALIA HOLDING AGDE2011688067IU","FRANCOTYP-POSTALIA HOLDING AG",2020,"Germany","BIRKENWERDER","U2",6420,2757,489,119833,56598,63235,4697,4239,4239,NA,NA,NA,-5.39,-7.11,0.04,NA,52.77,67.73,2.77,NA,1.48,-11.07
"MBB SEDE2011704090IC","MBB SE",2020,"Germany","BERLIN","C1",6713,8775,679,844692,370140,474552,612437,592059,592059,54392,8.49,12.83,5.24,5.68,0.98,13.01,56.18,36.25,2.26,2.05,3.17,4.89
"MBB SEDE2011704090IC","MBB SE",2020,"Germany","BERLIN","C1",6713,8775,679,802667,302975,499692,698306,689806,689806,29976,2.88,8.6,2.91,2.54,1.13,18.26,62.25,27.72,2.38,2.17,4.13,2.85
"ACCENTRO REAL ESTATE AGDE2011801115IC","ACCENTRO REAL ESTATE AG",2020,"Germany","BERLIN","C2",7031,8733,653,580757,359946,220811,143556,143274,143274,26299,19.01,19.52,5.59,11.99,0.33,0.34,38.02,144.14,3.32,0.43,1.02,2.24
"ACCENTRO REAL ESTATE AGDE2011801115IC","ACCENTRO REAL ESTATE AG",2020,"Germany","BERLIN","C2",7031,8733,653,861987,614886,247101,126823,125182,125182,18055,5.14,5.82,2.82,6.7,0.2,0.31,28.67,231.16,2.59,0.66,0.61,0.3
"ACCENTRO REAL ESTATE AGDE2011801115IU","ACCENTRO REAL ESTATE AG",2020,"Germany","BERLIN","U2",7031,8733,653,338328,162273,176055,19093,291,291,NA,55.37,56.09,7.18,67.69,0.06,NA,52.04,81.71,15.9,NA,1.22,2.26
"ACCENTRO REAL ESTATE AGDE2011801115IU","ACCENTRO REAL ESTATE AG",2020,"Germany","BERLIN","U2",7031,8733,653,473038,301028,172010,1887,286,286,0,NA,NA,-1.29,-2.35,0,NA,36.36,163.5,18.38,NA,0.61,-1.72
"ROCKET INTERNET SEDE2011893233IC","ROCKET INTERNET SE",2020,"Germany","BERLIN","C1",6713,9535,609,4151700,173500,3978200,77200,67300,67300,288600,NA,NA,6.95,7.17,0.02,772,95.82,3.03,46.5,46.5,34,0.91
"MISTER SPEX SEDE2011923384IC","MISTER SPEX SE",2020,"Germany","BERLIN","C1",3340,5379,382,120619,91467,29152,140613,139282,139282,-9308,-3.55,2.34,-7.6,-31.93,1.71,9.64,24.17,182.74,1.56,1.19,0.55,-1.26
"MISTER SPEX SEDE2011923384IC","MISTER SPEX SE",2020,"Germany","BERLIN","C1",3340,5379,382,122743,89331,33412,164679,164201,164201,-10258,-3.11,3.53,-8.04,-30.7,2.46,9.35,27.22,190.77,0.72,0.4,1,-1.11
"ZALANDO SEDE2011938494IC","ZALANDO SE",2020,"Germany","BERLIN","C1",5242,5373,565,4333100,2649300,1683800,6500800,6482500,6482500,99700,2.55,5.55,3.34,5.92,2.92,5.92,38.86,32.39,1.37,0.84,3.1,4.91
"ZALANDO SEDE2011938494IC","ZALANDO SE",2020,"Germany","BERLIN","C1",5242,5373,565,6494800,4343700,2151100,8008800,7982000,7982000,226100,4.58,7.22,4.9,10.51,2.25,5.88,33.12,82.84,1.68,1.22,1.53,8.93
"SMART GRIDS AGDE2011969020IC","SMART GRIDS AG",2020,"Germany","BERLIN","C1",3150,NA,364,86,69,17,138,136,136,0,44.93,44.93,72.09,364.71,6.27,NA,19.77,29.41,1.11,1.11,3.4,NA
"SMART GRIDS AGDE2011969020IC","SMART GRIDS AG",2020,"Germany","BERLIN","C1",3150,NA,364,103,102,1,51,50,50,0,-29.41,-29.41,-14.56,NA,10.2,NA,0.97,900,0.9,NA,0.25,NA
"CR CAPITAL AGDE2011996043IC","CR CAPITAL AG",2020,"Germany","BERLIN","C1",7020,NA,651,136904,11813,125091,4046,2874,2874,91339,-58.75,-57.76,66.72,73.92,0.03,0.94,91.37,6.15,4.54,3.52,16.54,-9.36
"CR CAPITAL AGDE2011996043IC","CR CAPITAL AG",2020,"Germany","BERLIN","C1",7020,NA,651,188465,10488,177977,156,0,0,0,NA,NA,27.2,28.8,0,NA,94.44,0.84,2.1,2.1,119.05,NA
"IMMOVARIA REAL ESTATE AGDE2012002337IU","IMMOVARIA REAL ESTATE AG",2020,"Germany","BERLIN","U1",7031,8771,653,11884,130,11754,18,15,15,0,NA,NA,-1.71,-1.74,0,4.5,98.91,NA,91.86,91.81,209.89,NA
"IMMOVARIA REAL ESTATE AGDE2012002337IU","IMMOVARIA REAL ESTATE AG",2020,"Germany","BERLIN","U1",7031,8771,653,11621,177,11444,161,114,114,0,NA,NA,-2.26,-2.7,0.01,40.25,98.48,NA,NA,NA,72.43,NA
"MPH HEALTH CARE AGDE2012007333IC","MPH HEALTH CARE AG",2020,"Germany","BERLIN","C1",5146,4577,512,293144,21503,271641,6310,NA,NA,11076,NA,NA,3.78,4.08,0.02,NA,92.66,2.13,0.14,0.14,47,-41.06
"MPH HEALTH CARE AGDE2012007333IC","MPH HEALTH CARE AG",2020,"Germany","BERLIN","C1",5146,4577,512,210708,9445,201263,-9020,NA,NA,-70379,NA,NA,-33.4,-34.97,NA,NA,95.52,NA,0.91,NA,42.79,NA
"MATERNUS-KLINIKEN AGDE2012013316IC","MATERNUS-KLINIKEN AG",2020,"Germany","BERLIN","C2",8514,4533,805,165441,181279,-15838,129339,124430,124430,-12641,-2.13,6.9,-7.64,NA,1.6,288.06,-9.57,NA,0.12,0.11,-0.16,-0.33
"MATERNUS-KLINIKEN AGDE2012013316IC","MATERNUS-KLINIKEN AG",2020,"Germany","BERLIN","C2",8514,4533,805,178627,204034,-25407,118230,114299,114299,-7777,1.31,11.11,-4.35,NA,0.87,266.28,-14.22,NA,0.49,0.48,-0.16,0.21
"MATERNUS-KLINIKEN AGDE2012013316IU","MATERNUS-KLINIKEN AG",2020,"Germany","BERLIN","U2",8514,4533,805,145930,89655,56275,17016,162,162,0,54.63,55.07,-0.98,-2.57,0.25,NA,38.56,20.85,0.56,0.56,4.8,1.09
"MATERNUS-KLINIKEN AGDE2012013316IU","MATERNUS-KLINIKEN AG",2020,"Germany","BERLIN","U2",8514,4533,805,174427,119698,54729,2733,966,966,0,-30.52,-27.41,-0.86,-2.82,0.04,NA,31.38,18.08,0.66,0.66,5.53,-0.21
"HOME24 SEDE2012043011IC","HOME24 SE",2020,"Germany","BERLIN","C2",5144,5373,502,230200,144300,85900,374600,371600,371600,-68400,-16.71,-8.14,-29.71,-77.07,2.86,9.68,37.32,62.75,1.11,0.72,1.9,-10.98
"HOME24 SEDE2012043011IC","HOME24 SE",2020,"Germany","BERLIN","C2",5144,5373,502,287900,173600,114300,492600,491900,491900,-16400,-1.24,3.37,-5.7,-14.09,3.06,11.4,39.7,46.19,1.41,1.07,2.44,-1.2
"HOME24 SEDE2012043011IU","HOME24 SE",2020,"Germany","BERLIN","U2",5144,5373,502,175909,61283,114626,288045,287474,287474,0,-13.13,-11.99,-26.03,-39.96,2.3,11.02,65.16,10.65,1.83,1.32,10.74,-64.89
"HOME24 SEDE2012043011IU","HOME24 SE",2020,"Germany","BERLIN","U2",5144,5373,502,302712,89992,212720,459663,397799,397799,0,14.43,15.21,17.07,24.29,2,16.71,70.27,8.21,2.19,1.81,12.18,51.47
"DEUTSCHE REAL ESTATE AGDE2012076403IC","DEUTSCHE REAL ESTATE AG",2020,"Germany","BERLIN","C2",7031,8733,653,496668,90813,405855,33645,30457,30457,62464,60.47,60.75,14.9,15.39,0.07,10.89,81.72,14.24,1.69,1.6,7.29,3.77
"DEUTSCHE REAL ESTATE AGDE2012076403IC","DEUTSCHE REAL ESTATE AG",2020,"Germany","BERLIN","C2",7031,8733,653,530560,94900,435660,27469,24008,24008,30329,57.37,58.14,6.78,6.96,0.05,5.82,82.11,20.95,17.64,16.47,4.8,46.76
"DEUTSCHE REAL ESTATE AGDE2012076403IU","DEUTSCHE REAL ESTATE AG",2020,"Germany","BERLIN","U2",7031,8733,653,288642,62203,226439,5320,0,0,NA,72.8,72.89,58.51,62.91,0.02,NA,78.45,27.2,NA,NA,3.68,4.21
"DEUTSCHE REAL ESTATE AGDE2012076403IU","DEUTSCHE REAL ESTATE AG",2020,"Germany","BERLIN","U2",7031,8733,653,291945,60796,231149,2216,0,0,NA,33.8,34.03,2.19,2.39,0.01,NA,79.18,NA,NA,NA,3.82,1.39
"MYHAMMER HOLDING AGDE2012079534IC","MYHAMMER HOLDING AG",2020,"Germany","BERLIN","C2",7440,9535,731,11335,3790,7545,18193,17450,17450,2603,14.61,17.13,22.96,47.63,2.09,NA,66.56,NA,2.14,2.14,6.57,39.09
"MYHAMMER HOLDING AGDE2012079534IC","MYHAMMER HOLDING AG",2020,"Germany","BERLIN","C2",7440,9535,731,15082,3988,11094,20792,20137,20137,5176,25,27.48,34.32,32,1.71,NA,73.56,NA,3.59,3.59,10.69,136.82
"MYHAMMER HOLDING AGDE2012079534IU","MYHAMMER HOLDING AG",2020,"Germany","BERLIN","U2",7440,9535,731,24153,1290,22863,902,586,586,0,-32.59,-32.59,-0.64,-0.68,0.04,NA,94.66,NA,4.21,NA,19.81,NA
"MYHAMMER HOLDING AGDE2012079534IU","MYHAMMER HOLDING AG",2020,"Germany","BERLIN","U2",7440,9535,731,23838,1040,22798,972,970,970,0,-6.28,-6.28,-0.27,-0.29,0.04,NA,95.64,NA,4.33,NA,26,-15.25
"PANTAFLIX AGDE2012102178IC","PANTAFLIX AG",2020,"Germany","MUNICH","C2",9272,5553,799,21107,8979,12128,31389,28746,28746,-7887,-27.24,10.56,-40.53,-63.73,2.46,22.57,57.46,27.23,1.82,1.65,18.57,NA
"PANTAFLIX AGDE2012102178IC","PANTAFLIX AG",2020,"Germany","MUNICH","C2",9272,5553,799,45651,38963,6688,8330,7821,7821,-7147,-85.63,-64.95,-15.67,-106.18,0.91,0.55,14.65,147.89,0.7,0.29,2.69,NA
"PANTAFLIX AGDE2012102178IU","PANTAFLIX AG",2020,"Germany","MUNICH","U2",9272,5553,799,25624,397,25227,1331,1302,1302,0,NA,NA,-8.38,-8.51,0.05,NA,98.45,NA,45.92,45.92,206.78,NA
"PANTAFLIX AGDE2012102178IU","PANTAFLIX AG",2020,"Germany","MUNICH","U2",9272,5553,799,26212,383,25829,1840,1822,1822,0,-75.92,-74.4,-4.22,-4.28,0.07,NA,98.54,NA,57.83,57.83,167.72,NA
"THE SOCIAL CHAIN AGDE2012165001IC","THE SOCIAL CHAIN AG",2020,"Germany","BERLIN","C2",6713,NA,609,152469,54975,97494,52008,50681,50681,-20964,-31.85,-21.27,-13.76,-21.19,0.48,5.49,63.94,20.07,0.62,0.41,8.85,-20.01
"THE SOCIAL CHAIN AGDE2012165001IC","THE SOCIAL CHAIN AG",2020,"Germany","BERLIN","C2",6713,NA,609,205294,106614,98680,137629,130094,130094,-25736,-16.39,-5.16,-12.63,-26.96,1.02,6.1,48.07,60.77,0.73,0.41,2.7,-4.46
"THE SOCIAL CHAIN AGDE2012165001IU","THE SOCIAL CHAIN AG",2020,"Germany","BERLIN","U2",6713,NA,609,119975,7336,112639,4405,4317,4317,0,NA,NA,-7,-7.46,0.04,NA,93.89,3.48,3.22,NA,122.43,-24.8
"THE SOCIAL CHAIN AGDE2012165001IU","THE SOCIAL CHAIN AG",2020,"Germany","BERLIN","U2",6713,NA,609,169165,34856,134309,5911,802,802,0,-95.28,-94.81,-3.95,-4.98,0.04,NA,79.4,4.51,1.69,NA,44.8,-5.92
"AUDEN AGDE2012194994IC","AUDEN AG",2020,"Germany","BERLIN","C1",1824,8771,238,3227,2945,282,559,559,559,0,98.21,98.21,11.56,132.27,0.18,NA,8.74,NA,55.16,55.16,0.1,NA
"DELIVERY HERO SEDE2012243267IC","DELIVERY HERO SE",2020,"Germany","BERLIN","C2",5248,9535,596,2672700,803200,1869500,2215500,1263700,1263700,230200,12.83,17.29,9.73,12.31,1.08,263.75,69.95,NA,1.54,1.52,10.08,16.47
"DELIVERY HERO SEDE2012243267IC","DELIVERY HERO SE",2020,"Germany","BERLIN","C2",5248,9535,596,5774300,4605800,1168500,2507900,2471900,2471900,-1402700,-34.87,-28.88,-24.05,-120.04,0.53,69.47,20.24,NA,3.34,3.31,0.32,-2.77
"DELIVERY HERO SEDE2012243267IU","DELIVERY HERO SE",2020,"Germany","BERLIN","U2",5248,9535,596,3436764,362517,3074247,960106,91531,91531,0,52.83,53.68,13.38,14.52,0.28,201.79,89.45,11.54,54.58,53.98,8.67,76.66
"DELIVERY HERO SEDE2012243267IU","DELIVERY HERO SE",2020,"Germany","BERLIN","U2",5248,9535,596,7834900,4911100,2923800,231000,146700,146700,0,NA,NA,-14.21,-36.8,0.03,45.29,37.32,166.96,89.9,89.73,0.6,-6.54
"DEUTSCHE BIOTECH INNOVATIV AGDE2012258651IC","DEUTSCHE BIOTECH INNOVATIV AG",2020,"Germany","BERLIN","C1",NA,8771,671,1952,425,1527,11,0,0,-404,NA,NA,-20.7,-26.46,0.01,NA,78.23,NA,0.45,NA,9.25,-12.71
"DEUTSCHE BIOTECH INNOVATIV AGDE2012258651IC","DEUTSCHE BIOTECH INNOVATIV AG",2020,"Germany","BERLIN","C1",NA,8771,671,2283,1142,1141,26,NA,NA,-385,NA,NA,-16.86,-33.74,0.02,NA,49.98,NA,0.13,NA,67.12,-26.64
"WESTWING GROUP SEDE2012261234IC","WESTWING GROUP SE",2020,"Germany","MUNICH","C2",5115,5373,502,165400,91000,74400,268200,267300,267300,-38000,-12.79,-9.36,-22.97,-52.42,2.66,10.4,44.98,NA,1.77,1.37,2.8,-8.17
"WESTWING GROUP SEDE2012261234IC","WESTWING GROUP SE",2020,"Germany","MUNICH","C2",5115,5373,502,229000,120300,108700,435500,432900,432900,27800,7.32,9.78,12.14,27.41,3.19,11.46,47.47,NA,1.83,1.42,3.91,10.29
"WESTWING GROUP SEDE2012261234IU","WESTWING GROUP SE",2020,"Germany","MUNICH","U2",5115,5373,502,233953,9777,224176,41784,40219,40219,0,-5.28,2.2,-11.14,-11.62,0.18,NA,95.82,1.68,8.75,NA,59.61,-1.03
"WESTWING GROUP SEDE2012261234IU","WESTWING GROUP SE",2020,"Germany","MUNICH","U2",5115,5373,502,247183,16715,230468,59478,59164,59164,0,-9.24,-2.29,1.86,1.95,0.25,NA,93.24,NA,8.62,NA,25.37,-32.51
"AUMANN AGDE2012296292IC","AUMANN AG",2020,"Germany","BEELEN","C2",2956,2757,355,326746,123582,203164,261926,259573,259573,16256,6.28,8.18,4.7,5.41,1.05,20.45,62.18,24.9,2.97,2.8,4.33,15.89
"AUMANN AGDE2012296292IC","AUMANN AG",2020,"Germany","BEELEN","C2",2956,2757,355,287981,101643,186338,175986,172833,172833,-19754,-10.95,-7.46,-7.19,-9.84,0.78,21.49,64.7,23.2,2.97,2.84,4.72,-19.56
"AUMANN AGDE2012296292IU","AUMANN AG",2020,"Germany","BEELEN","U2",2956,2757,355,171510,11217,160293,3016,2963,2963,0,NA,-11.11,-7.32,-8.11,0.02,NA,93.46,6.66,29.97,29.97,19.22,-3.88
"TELE COLUMBUS AGDE2012362297IC","TELE COLUMBUS AG",2020,"Germany","BERLIN","C2",9220,NA,483,2058428,1739849,318579,506066,499405,499405,-35501,5.72,42.11,-1.79,-11.79,0.27,90.6,15.48,500.56,0.61,0.57,0.2,0.46
"TELE COLUMBUS AGDE2012362297IC","TELE COLUMBUS AG",2020,"Germany","BERLIN","C2",9220,NA,483,1984916,1853416,131500,485120,479913,479913,-185839,-25.31,47.71,-9.38,-143.09,0.27,89,6.62,NA,0.82,0.79,0.08,-1.9
"TELE COLUMBUS AGDE2012362297IU","TELE COLUMBUS AG",2020,"Germany","BERLIN","U2",9220,NA,483,2473249,2036770,436479,130744,81437,81437,0,-52.47,-12.31,-2.98,-17.69,0.07,14.25,17.65,341.24,0.95,0.93,0.3,-0.5
"TELE COLUMBUS AGDE2012362297IU","TELE COLUMBUS AG",2020,"Germany","BERLIN","U2",9220,NA,483,2514577,2078894,435683,128357,72010,72010,0,31.6,-9.05,0.05,-0.18,0.07,10.96,17.33,349.26,1,0.97,0.29,-0.51
"VALENS HOLDING AGDE2012437912IU","VALENS HOLDING AG",2020,"Germany","FRANKFURT AM MAIN","U1",5116,3765,513,397,397,0,NA,NA,NA,-33,NA,NA,-8.31,NA,NA,NA,0,NA,9.02,NA,0,NA
"CLEAN LOGISTICS SEDE2012443139IU","CLEAN LOGISTICS SE",2020,"Germany","HAMBURG","U1",7221,5553,737,3093,45,3048,3,0,0,0,NA,NA,-14.58,-14.8,0,NA,98.55,NA,83.57,83.57,381,-38.92
"CLEAN LOGISTICS SEDE2012443139IU","CLEAN LOGISTICS SE",2020,"Germany","HAMBURG","U1",7221,5553,737,2662,18,2644,126,0,0,0,NA,NA,22.61,22.73,0.05,NA,99.32,NA,NA,NA,330.5,NA
"PREOS GLOBAL OFFICE REAL ESTATE & TECHNOLOGY AGDE2012454058IC","PREOS GLOBAL OFFICE REAL ESTATE & TECHNOLOGY AG",2020,"Germany","LEIPZIG","C2",7031,8737,653,912866,649652,263214,18802,14394,14394,66313,25.15,25.45,8.78,23.85,0.02,NA,28.83,238.22,0.71,0.71,0.53,0.26
"PREOS GLOBAL OFFICE REAL ESTATE & TECHNOLOGY AGDE2012454058IU","PREOS GLOBAL OFFICE REAL ESTATE & TECHNOLOGY AG",2020,"Germany","LEIPZIG","U2",7031,8737,653,511541,152117,359424,9,0,0,0,NA,NA,-0.86,-1.24,0,NA,70.26,NA,0.48,NA,NA,-5.35
"PREOS GLOBAL OFFICE REAL ESTATE & TECHNOLOGY AGDE2012454058IU","PREOS GLOBAL OFFICE REAL ESTATE & TECHNOLOGY AG",2020,"Germany","LEIPZIG","U2",7031,8737,653,715978,273465,442513,90188,390,390,0,94.46,95.11,11.62,18.78,0.2,NA,61.81,NA,0.27,NA,878,7.1
"B-A-L GERMANY AGDE2012465993IC","B-A-L GERMANY AG",2020,"Germany","MEISSEN","C2",7031,NA,653,2053,426,1627,178,170,170,0,NA,NA,-11.25,-14.38,0.09,NA,79.25,NA,1.52,NA,5.01,-20.36
"B-A-L GERMANY AGDE2012465993IC","B-A-L GERMANY AG",2020,"Germany","MEISSEN","C2",7031,NA,653,2615,386,2229,303,262,262,0,4.62,24.09,0.27,0.09,0.12,NA,85.24,NA,5.86,NA,6.24,1.56
"B-A-L GERMANY AGDE2012465993IU","B-A-L GERMANY AG",2020,"Germany","MEISSEN","U2",7031,NA,653,2053,426,1627,178,170,170,NA,NA,NA,-11.11,-14.38,0.09,NA,79.25,NA,1.52,NA,5.02,-20.09
"B-A-L GERMANY AGDE2012465993IU","B-A-L GERMANY AG",2020,"Germany","MEISSEN","U2",7031,NA,653,2615,389,2226,302,262,262,0,4.64,24.17,0.27,0.09,0.12,NA,85.12,16.08,2.44,NA,7.23,1.56
"ELUMEO SEDE2012470670IC","ELUMEO SE",2020,"Germany","BERLIN","C1",3622,3763,391,21583,17465,4118,48710,44088,44088,-2585,-4.94,-0.75,-11.98,-62.77,4.32,3.64,19.08,184.46,1.57,0.27,0.58,-10.14
"ELUMEO SEDE2012470670IC","ELUMEO SE",2020,"Germany","BERLIN","C1",3622,3763,391,21164,16818,4346,43276,42418,42418,288,1.07,3.23,0.73,3.54,4.02,3.56,20.53,147.54,1.58,0.42,0.68,3.45
"MARLEY SPOON AGDE2012482057IC","MARLEY SPOON AG",2020,"Germany","BERLIN","C2",5530,5757,581,36987,72704,-35717,129558,129558,129558,-34877,-26.85,-23.28,-94.2,NA,11.4,34.68,-96.57,NA,0.47,0.32,-0.76,-6.25
"MARLEY SPOON AGDE2012482057IC","MARLEY SPOON AG",2020,"Germany","BERLIN","C2",5530,5757,581,73085,64957,8128,254033,254033,254033,-86369,-2.92,-0.37,NA,NA,7.04,38.67,11.12,386.11,1.19,1.01,0.29,-1
"MARLEY SPOON AGDE2012482057IU","MARLEY SPOON AG",2020,"Germany","BERLIN","U2",5530,5757,581,104140,38992,65148,15235,15200,15200,0,-43.93,-39.26,-4.78,-7.64,0.15,NA,62.56,58.35,1.79,1.78,1.72,-2.42
"DEUTSCHE INDUSTRIE GRUNDBESITZ AGDE2012528427IC","DEUTSCHE INDUSTRIE GRUNDBESITZ AG",2020,"Germany","POTSDAM","C2",6720,8737,679,438989,257526,181463,31368,30994,30994,48672,61.29,61.66,11.23,27.17,0.08,NA,41.34,139.03,0.21,0.21,0.8,2.51
"DEUTSCHE INDUSTRIE GRUNDBESITZ AGDE2012528427IC","DEUTSCHE INDUSTRIE GRUNDBESITZ AG",2020,"Germany","POTSDAM","C2",6720,8737,679,715849,338649,377200,48566,48390,48390,50821,52.11,52.43,7.1,13.47,0.07,NA,52.69,87.69,6.24,6.24,1.17,2.8
"DEUTSCHE INDUSTRIE GRUNDBESITZ AGDE2012528427IU","DEUTSCHE INDUSTRIE GRUNDBESITZ AG",2020,"Germany","POTSDAM","U2",6720,8737,679,391698,264012,127686,29895,29094,29094,3718,36.22,58.49,0.94,2.91,0.08,5.4,32.6,183.78,0.51,0.34,0.55,1.5
"DEUTSCHE INDUSTRIE GRUNDBESITZ AGDE2012528427IU","DEUTSCHE INDUSTRIE GRUNDBESITZ AG",2020,"Germany","POTSDAM","U2",6720,8737,679,599850,318641,281209,47732,47514,47514,7055,23.46,46.78,1.18,2.51,0.08,7.99,46.88,108.95,6.54,6.24,0.94,1.16
"DEFAMA DEUTSCHE FACHMARKT AGDE2012529664IC","DEFAMA DEUTSCHE FACHMARKT AG",2020,"Germany","BERLIN","C1",7031,NA,653,104277,79592,24685,11276,11208,11208,2068,39.89,62.48,2.66,8.32,0.12,NA,23.67,311.82,1.37,1.37,0.34,2.6
"DEFAMA DEUTSCHE FACHMARKT AGDE2012529664IC","DEFAMA DEUTSCHE FACHMARKT AG",2020,"Germany","BERLIN","C1",7031,NA,653,136711,111507,25204,14700,14578,14578,2509,38.26,61.14,2.56,9.94,0.11,NA,18.44,440.01,1.19,1.19,0.24,2.63
"DIAMONTECH AGDE2012562402IC","DIAMONTECH AG",2020,"Germany","BERLIN","C1",3320,NA,382,6977,647,6330,2,0,0,0,NA,NA,-46.35,-51.09,0,2,90.73,NA,15.46,15.46,27.89,NA
"DIAMONTECH AGDE2012562402IC","DIAMONTECH AG",2020,"Germany","BERLIN","C1",3320,NA,382,4633,1100,3533,412,86,86,0,NA,NA,-60.37,-79.17,0.1,NA,76.26,NA,8.35,8.35,6,NA
"HELLOFRESH SEDE2012573982IC","HELLOFRESH SE",2020,"Germany","BERLIN","C2",1533,5373,203,570200,324900,245300,1813500,1809000,1809000,-10100,-1.42,1.03,-0.93,-4.16,5.09,41.12,43.02,NA,1.32,1.11,2.21,-4.03
"HELLOFRESH SEDE2012573982IC","HELLOFRESH SE",2020,"Germany","BERLIN","C2",1533,5373,203,1525600,869600,656000,3756500,3749900,3749900,369100,11.34,12.59,25.94,56.25,3.73,33.04,43,NA,1.77,1.56,1.88,42.59
"HELLOFRESH SEDE2012573982IU","HELLOFRESH SE",2020,"Germany","BERLIN","U2",1533,5373,203,575511,14320,561191,117293,117290,117290,0,1.2,4.07,2.28,2.26,0.21,NA,97.51,1.29,19.78,NA,78.94,0.54
"HELLOFRESH SEDE2012573982IU","HELLOFRESH SE",2020,"Germany","BERLIN","U2",1533,5373,203,980899,243500,737399,317243,317222,317222,0,32.37,33.28,13.01,14.29,0.33,NA,75.18,31.56,60.66,NA,3.17,19.24
"KATEK SEDE2012712592IC","KATEK SE",2020,"Germany","MUNICH","C2",3002,2737,357,270521,205428,65093,416818,414201,414201,1591,-0.97,2.44,-1.68,2.44,2.98,3.9,24.06,187.56,1.34,0.52,0.87,-1.15
"SALZGITTER AGDE2030002539IC","SALZGITTER AG",2020,"Germany","SALZGITTER","C1",2710,1757,331,8617500,5678900,2938600,8708500,8547300,8547300,-253300,-3.36,2.85,-2.94,-8.2,1.36,3.87,34.1,126.31,2.03,1.02,0.85,-3.64
"SALZGITTER AGDE2030002539IC","SALZGITTER AG",2020,"Germany","SALZGITTER","C1",2710,1757,331,8237400,5558500,2678900,7258700,7090800,7090800,-196400,-3.97,0.1,-2.38,-10.35,1.18,3.75,32.52,147.07,1.92,0.99,0.77,-3.1
"SLOMAN NEPTUN SCHIFFAHRTS AGDE2050001215IC","SLOMAN NEPTUN SCHIFFAHRTS AG",2020,"Germany","BREMEN","C2",6110,2773,444,337751,172565,165186,144130,140745,140745,537,6.16,17.94,1.03,0.25,0.5,86.36,48.91,99.44,0.88,0.84,1.34,1.37
"SLOMAN NEPTUN SCHIFFAHRTS AGDE2050001215IC","SLOMAN NEPTUN SCHIFFAHRTS AG",2020,"Germany","BREMEN","C2",6110,2773,444,312664,152683,159981,135531,134375,134375,-3261,4.77,18.33,-0.62,-2.09,0.48,136.35,51.17,90.33,1.19,1.15,1.31,1.34
"SLOMAN NEPTUN SCHIFFAHRTS AGDE2050001215IU","SLOMAN NEPTUN SCHIFFAHRTS AG",2020,"Germany","BREMEN","U2",6110,2773,444,151985,58671,93314,3116,2865,2865,0,-66.98,-61.65,6.67,10.84,0.03,NA,61.4,26.36,1.32,1.32,4.66,-1.34
"SLOMAN NEPTUN SCHIFFAHRTS AGDE2050001215IU","SLOMAN NEPTUN SCHIFFAHRTS AG",2020,"Germany","BREMEN","U2",6110,2773,444,150109,56673,93436,3110,2926,2926,0,-84.44,-78.68,0.77,1.2,0.03,NA,62.25,21.48,1.1,1.1,5.34,-0.81
