"company_id","company_name","year","country","city","consolidation_code","nace_code","icb_code","sic_code","total_assets_eur","total_liabilities_eur","total_equity_eur","total_revenue_eur","net_sales_eur","gross_sales_eur","net_income_eur","ebit_margin_pct","ebitda_margin_pct","roa_pct","roe_pct","net_assets_turnover","stock_turnover","solvency_pct","gearing_pct","current_ratio","liquidity_ratio","shareholders_liq_pct","interest_cover"
"INTERCARD AG INFORMATIONSSYSTEMEDE7350103799IC","INTERCARD AG INFORMATIONSSYSTEME",2020,"Germany","VILLINGEN-SCHWENNINGEN","C2",6713,2737,609,15460,7651,7809,19378,19147,19147,241,4.19,9.56,4.37,3.09,1.73,8.07,50.51,58.74,1.53,0.98,2.32,6.39
"INTERCARD AG INFORMATIONSSYSTEMEDE7350103799IC","INTERCARD AG INFORMATIONSSYSTEME",2020,"Germany","VILLINGEN-SCHWENNINGEN","C2",6713,2737,609,18551,9533,9018,21011,20661,20661,532,5.66,11.09,5.64,5.9,1.5,8.9,48.61,68.64,2.07,1.55,1.8,9.3
"INTERCARD AG INFORMATIONSSYSTEMEDE7350103799IU","INTERCARD AG INFORMATIONSSYSTEME",2020,"Germany","VILLINGEN-SCHWENNINGEN","U2",6713,2737,609,7977,1760,6217,214,204,204,0,NA,NA,4.11,3.81,0.03,NA,77.94,NA,1.33,NA,4.92,-11.49
"INTERCARD AG INFORMATIONSSYSTEMEDE7350103799IU","INTERCARD AG INFORMATIONSSYSTEME",2020,"Germany","VILLINGEN-SCHWENNINGEN","U2",6713,2737,609,9282,2065,7217,214,205,205,0,NA,NA,5.49,4.96,0.02,NA,77.75,NA,3.68,NA,4.66,-12
"PAUL HARTMANN AGDE7370021237IC","PAUL HARTMANN AG",2020,"Germany","HEIDENHEIM","C2",2442,4537,283,1609357,676953,932404,2212177,2186765,2186765,98051,4.36,9.15,6.09,6.25,1.81,6.37,57.94,31.55,2.24,1.33,3.19,11.97
"PAUL HARTMANN AGDE7370021237IC","PAUL HARTMANN AG",2020,"Germany","HEIDENHEIM","C2",2442,4537,283,1730516,757186,973330,2460614,2433036,2433036,159828,6.77,12.69,9.24,10.94,1.94,6.59,56.25,30.54,2.17,1.35,3.28,33.1
"PAUL HARTMANN AGDE7370021237IU","PAUL HARTMANN AG",2020,"Germany","HEIDENHEIM","U2",2442,4537,283,977201,585184,392017,951845,935099,935099,0,-0.66,1,3.04,6.38,1.63,9.89,40.12,49,0.91,0.66,2.04,-2.01
"PAUL HARTMANN AGDE7370021237IU","PAUL HARTMANN AG",2020,"Germany","HEIDENHEIM","U2",2442,4537,283,1167154,730146,437008,1203816,1189964,1189964,0,7.17,6.9,8.41,15.98,1.81,12.28,37.44,52.22,1.09,0.9,1.92,1.48
"VEREINIGTE FILZFABRIKEN AGDE7370022102IU","VEREINIGTE FILZFABRIKEN AG",2020,"Germany","GIENGEN","U1",1722,3763,223,9123,7014,2109,26284,26135,26135,233,-2.11,0.21,3.88,11.1,5.27,7.45,23.12,232.95,1.34,0.49,0.73,-3.17
"VEREINIGTE FILZFABRIKEN AGDE7370022102IU","VEREINIGTE FILZFABRIKEN AG",2020,"Germany","GIENGEN","U1",1722,3763,223,7951,5842,2109,22676,22662,22662,36,0.14,1.22,3.72,0,4.67,5.86,26.52,183.83,1.5,0.25,0.77,-1.45
"SHW AGDE7370138483IC","SHW AG",2020,"Germany","AALEN","C2",3430,3355,371,320934,189242,131692,439055,432421,432421,9891,3.33,9.35,3.89,7.51,2.18,7.82,41.03,85.37,1.06,0.59,1.89,6.63
"SHW AGDE7370138483IC","SHW AG",2020,"Germany","AALEN","C2",3430,3355,371,316331,191679,124652,395714,392931,392931,-5059,-1.07,6.43,-2.3,-4.06,1.95,7.99,39.41,82.92,1.08,0.64,1.59,-1.4
"SHW AGDE7370138483IU","SHW AG",2020,"Germany","AALEN","U2",3430,3355,371,184693,2271,182422,2036,1000,1000,NA,-85.51,-85.51,5.32,4.08,0.01,NA,98.77,1.19,NA,NA,84.97,-6.29
"SHW AGDE7370138483IU","SHW AG",2020,"Germany","AALEN","U2",3430,3355,371,185873,15733,170140,2565,1687,1687,0,-24.6,-24.6,-7.01,-7.22,0.01,NA,91.54,0.84,2.68,2.68,118.9,-0.04
"ADLER MODEMAERKTE AGDE8010000231IC","ADLER MODEMAERKTE AG",2020,"Germany","HAIBACH","C2",5242,3763,569,409378,343289,66089,501092,495363,495363,7856,4.9,14.05,1.92,7.77,1.66,6.83,16.14,356.16,1.4,0.72,0.28,1.47
"ADLER MODEMAERKTE AGDE8010000231IU","ADLER MODEMAERKTE AG",2020,"Germany","HAIBACH","U2",5242,3763,569,156097,65149,90948,424250,414574,414574,0,0.21,1.7,0.35,-0.83,3.8,7.64,58.26,NA,2.82,1.57,4.41,1.62
"CURASAN AGDE8010045746IC","CURASAN AG",2020,"Germany","KLEINOSTHEIM","C2",2442,4577,283,10665,4451,6214,6649,6200,6200,-4681,-64.49,-38.14,-43.88,-75.33,0.81,2.56,58.27,39.56,2.09,1.03,3.1,-19.4
"SINGULUS TECHNOLOGIES AGDE8010074552IC","SINGULUS TECHNOLOGIES AG",2020,"Germany","KAHL","C2",2956,2757,355,83700,76700,7000,78400,77900,79400,-11300,-6.12,-0.77,-12.31,-161.43,1.72,5.06,8.36,607.14,1.35,0.94,0.18,-2.18
"SINGULUS TECHNOLOGIES AGDE8010074552IU","SINGULUS TECHNOLOGIES AG",2020,"Germany","KAHL","U2",2956,2757,355,92912,92912,0,93714,91804,91804,0,-11.95,-6.21,-18.61,NA,2.58,NA,0,NA,0.39,0.39,0,-4.04
"EYEMAXX REAL ESTATE AGDE8010160004IC","EYEMAXX REAL ESTATE AG",2020,"Germany","ASCHAFFENBURG","C2",7260,9572,737,281993,216991,65002,13313,8546,8546,4723,64.9,68.05,1.67,9.58,0.06,1.93,23.05,254.96,1.79,1.69,0.44,0.71
"EYEMAXX REAL ESTATE AGDE8010160004IU","EYEMAXX REAL ESTATE AG",2020,"Germany","ASCHAFFENBURG","U2",7260,9572,737,195819,166926,28893,1717,480,480,0,NA,NA,0.07,0.49,0.01,245.29,14.75,435.56,0.79,0.79,0.24,-0.27
"KUKA AGDE8030000445IC","KUKA AG",2020,"Germany","AUGSBURG","C1",2956,2757,356,3426600,2078000,1348600,3223300,3192600,3192600,17800,1.48,5.48,1.59,0.72,1.58,9.36,39.36,62.49,1.47,1.22,1.95,2.4
"KUKA AGDE8030000445IC","KUKA AG",2020,"Germany","AUGSBURG","C1",2956,2757,356,3116500,1912800,1203700,2583500,2573500,2573500,-94600,-4.38,1.32,-3.54,-8.57,1.41,8.39,38.62,65.56,1.42,1.18,1.9,-5.66
"LECHWERKE AGDE8030001461IU","LECHWERKE AG",2020,"Germany","AUGSBURG","U1",4011,7535,491,1939971,1397546,542425,1500946,1466826,1553912,0,6.1,9.53,9.2,25.79,2.24,121.43,27.96,NA,0.19,0.18,4.25,5.57
"LECHWERKE AGDE8030001461IU","LECHWERKE AG",2020,"Germany","AUGSBURG","U1",4011,7535,491,1703808,1143983,559825,1271614,1262277,1345720,0,2.75,3.3,9.12,20.84,1.61,619.09,32.86,NA,0.2,0.2,2.44,3.44
"DIERIG HOLDING AGDE8030002106IC","DIERIG HOLDING AG",2020,"Germany","AUGSBURG","C2",1740,3763,239,119261,82567,36694,59385,58709,58709,287,1.68,12.83,0.37,0.76,0.65,3.84,30.77,165.47,1.17,0.62,0.68,0.79
"DIERIG HOLDING AGDE8030002106IC","DIERIG HOLDING AG",2020,"Germany","AUGSBURG","C2",1740,3763,239,119286,78833,40453,57875,56624,56624,4113,9.9,14.84,4.22,10.15,0.64,5.32,33.91,135.26,1.2,0.81,0.8,5.89
"DIERIG HOLDING AGDE8030002106IU","DIERIG HOLDING AG",2020,"Germany","AUGSBURG","U2",1740,3763,239,48469,13528,34941,1528,1490,1490,0,-52.68,-32,7.04,10.6,0.03,NA,72.09,NA,48.31,48.31,2.66,-3.71
"DIERIG HOLDING AGDE8030002106IU","DIERIG HOLDING AG",2020,"Germany","AUGSBURG","U2",1740,3763,239,51445,13729,37716,1487,1444,1444,0,NA,-46.4,5.73,7.36,0.03,NA,73.31,NA,38.92,38.92,2.87,-6.53
"HASEN-IMMOBILIEN AGDE8030002399IC","HASEN-IMMOBILIEN AG",2020,"Germany","AUGSBURG","C2",7031,8733,653,226423,102607,123816,19047,9702,9702,12903,76.04,76.12,5.7,8.39,0.09,NA,54.68,74.05,0.6,0.6,1.61,9.16
"HASEN-IMMOBILIEN AGDE8030002399IC","HASEN-IMMOBILIEN AG",2020,"Germany","AUGSBURG","C2",7031,8733,653,219955,91303,128652,10745,9405,9405,2732,57.51,57.63,1.24,4.13,0.05,NA,58.49,63.08,0.68,0.68,1.72,4.95
"HASEN-IMMOBILIEN AGDE8030002399IU","HASEN-IMMOBILIEN AG",2020,"Germany","AUGSBURG","U2",7031,8733,653,87820,4651,83169,3,2,2,0,NA,NA,2.68,2.32,0,NA,94.7,NA,73.95,73.95,18.76,-4.75
"HASEN-IMMOBILIEN AGDE8030002399IU","HASEN-IMMOBILIEN AG",2020,"Germany","AUGSBURG","U2",7031,8733,653,90239,4797,85442,2,2,2,0,NA,NA,3.97,3.22,0,NA,94.68,NA,92.8,92.8,18.58,-8
"RENK AGDE8030002864IC","RENK AG",2020,"Germany","AUGSBURG","C2",2914,3355,356,814811,331112,483699,562342,558609,558609,62323,11.01,15.16,7.65,9.13,0.94,2.44,59.36,23.65,2.33,1.27,4.23,74.73
"CPU SOFTWAREHOUSE AGDE8030048541IC","CPU SOFTWAREHOUSE AG",2020,"Germany","AUGSBURG","C2",7221,9537,737,3129,1694,1435,10198,10090,10090,455,4.66,6.05,14.61,31.71,4.55,NA,45.86,56.17,2.97,2.97,1.78,26.39
"CPU SOFTWAREHOUSE AGDE8030048541IC","CPU SOFTWAREHOUSE AG",2020,"Germany","AUGSBURG","C2",7221,9537,737,3355,1371,1984,9026,8919,8919,567,6.3,7.66,16.93,28.58,3.27,NA,59.14,39.31,4.99,NA,2.54,35.56
"CPU SOFTWAREHOUSE AGDE8030048541IU","CPU SOFTWAREHOUSE AG",2020,"Germany","AUGSBURG","U2",7221,9537,737,7894,706,7188,966,0,0,0,-37.27,-35.2,7.92,8.68,0.13,NA,91.06,NA,3.44,NA,16.04,-20
"CPU SOFTWAREHOUSE AGDE8030048541IU","CPU SOFTWAREHOUSE AG",2020,"Germany","AUGSBURG","U2",7221,9537,737,8711,728,7983,1179,0,0,0,80.15,-17.47,9.14,9.96,0.14,NA,91.64,NA,4.78,NA,18.31,-14.19
"DLB-ANLAGESERVICE AGDE8030049870IU","DLB-ANLAGESERVICE AG",2020,"Germany","STEINGADEN","U1",6713,8777,609,6725,117,6608,474,294,294,0,43.88,44.09,8.1,8.25,0.07,NA,98.26,NA,24.9,24.9,508.31,208
"DLB-ANLAGESERVICE AGDE8030049870IU","DLB-ANLAGESERVICE AG",2020,"Germany","STEINGADEN","U1",6713,8777,609,6898,137,6761,279,138,138,0,NA,NA,4.47,4.47,0.04,NA,98.01,NA,18.64,18.64,520.08,314
"RATIONAL AGDE8030077944IC","RATIONAL AG",2020,"Germany","LANDSBERG AM LECH","C2",2971,2757,363,698690,181322,517368,847073,843633,843633,225109,26.14,28.13,32.22,33.2,1.53,12.83,74.05,7.82,3.37,2.92,14.97,264.28
"RATIONAL AGDE8030077944IC","RATIONAL AG",2020,"Germany","LANDSBERG AM LECH","C2",2971,2757,363,670746,135655,535091,653290,649587,649587,102377,17.78,18.21,15.26,14.97,1.15,8.24,79.78,6.92,4.48,3.7,15.53,24.05
"RATIONAL AGDE8030077944IU","RATIONAL AG",2020,"Germany","LANDSBERG AM LECH","U2",2971,2757,363,486344,65545,420799,583471,581168,581168,0,22.39,22.31,42.88,40.55,1.27,35.59,86.52,9.61,11.86,11.23,10.67,414.67
"VALUE-HOLDINGS AGDE8030100203IC","VALUE-HOLDINGS AG",2020,"Germany","GERSTHOFEN","C1",6713,8777,679,9718,857,8861,1697,1678,1678,0,15.85,16.32,2.89,3.17,0.19,NA,91.18,9.4,0.3,NA,128.42,44.83
"VALUE-HOLDINGS AGDE8030100203IC","VALUE-HOLDINGS AG",2020,"Germany","GERSTHOFEN","C1",6713,8777,679,9518,314,9204,3351,3337,3337,0,8.59,8.89,3.6,3.73,0.36,NA,96.7,3.23,1.97,NA,124.38,28.8
"WASHTEC AGDE8030125631IC","WASHTEC AG",2020,"Germany","AUGSBURG","C2",2956,2757,355,274949,190471,84478,439118,436480,436480,35681,8.4,12.16,12.98,26.34,3.61,11.53,30.72,99.78,1,0.76,2.27,48.6
"WASHTEC AGDE8030125631IC","WASHTEC AG",2020,"Germany","AUGSBURG","C2",2956,2757,355,243979,147732,96247,381603,378672,378672,18776,5.7,11.4,7.7,13.82,3,9.92,39.45,52.03,1.17,0.84,3.11,15.3
"WASHTEC AGDE8030125631IU","WASHTEC AG",2020,"Germany","AUGSBURG","U2",2956,2757,355,163139,11415,151724,4159,3448,3448,0,61.31,-35.18,13.84,13.76,0.03,NA,93,NA,4.75,NA,37.52,-36.02
"WASHTEC AGDE8030125631IU","WASHTEC AG",2020,"Germany","AUGSBURG","U2",2956,2757,355,167708,7390,160318,3046,1849,1849,0,NA,-20.68,6.11,5.36,0.02,NA,95.59,NA,10.1,NA,46.2,-4.59
"PATRIZIA AGDE8030127133IC","PATRIZIA AG",2020,"Germany","AUGSBURG","C1",7031,8733,653,1987080,750330,1236750,413310,398703,398703,56347,19.92,35.29,3.9,4.27,0.24,3.65,62.24,46.4,3.57,3.15,2.57,14.77
"PATRIZIA AGDE8030127133IC","PATRIZIA AG",2020,"Germany","AUGSBURG","C1",7031,8733,653,1962083,692578,1269505,318215,301693,301693,40678,23.37,36.22,3.16,2.97,0.19,21.73,64.7,36.42,3.4,3.35,3.03,11.09
"FORTEC ELEKTRONIK AGDE8030138330IC","FORTEC ELEKTRONIK AG",2020,"Germany","LANDSBERG AM LECH","C1",3210,9576,367,57419,17279,40140,88677,88310,88310,5688,7.5,8.27,12.93,14.17,1.93,3.68,69.91,17.94,3.87,1.77,6.9,95
"FORTEC ELEKTRONIK AGDE8030138330IC","FORTEC ELEKTRONIK AG",2020,"Germany","LANDSBERG AM LECH","C1",3210,9576,367,64589,21793,42796,89138,87730,87730,4777,5.31,7.48,9.78,11.52,1.7,3.61,66.26,25.07,3.74,1.72,4.47,24.13
"SURTECO GROUP SEDE8030177570IC","SURTECO GROUP SE",2020,"Germany","BUTTENWIESEN","C2",2125,3726,267,780325,425692,354633,680068,675272,675272,16218,3.48,10.12,2.08,2.66,1.04,5.53,45.45,86.42,2.28,1.29,1.17,2.98
"SURTECO GROUP SEDE8030177570IC","SURTECO GROUP SE",2020,"Germany","BUTTENWIESEN","C2",2125,3726,267,798776,425447,373329,630589,626989,626989,43298,7.28,13.97,5.42,9.02,0.97,5.77,46.74,83.89,2.12,1.37,1.34,9.65
"SURTECO GROUP SEDE8030177570IU","SURTECO GROUP SE",2020,"Germany","BUTTENWIESEN","U2",2125,3726,267,574985,281520,293465,1719,1643,1643,0,NA,NA,0.8,1.49,0,NA,51.04,82.87,6.24,NA,1.22,-0.82
"SURTECO GROUP SEDE8030177570IU","SURTECO GROUP SE",2020,"Germany","BUTTENWIESEN","U2",2125,3726,267,618769,303459,315310,1578,1543,1543,0,NA,NA,3.72,6.93,0,NA,50.96,82.23,3.89,NA,1.4,-1.8
"KLASSIK RADIO AGDE8030200651IC","KLASSIK RADIO AG",2020,"Germany","AUGSBURG","C2",9220,5553,483,15860,5853,10007,18884,18221,18221,1560,11.87,14.84,13.88,15.59,1.82,133.93,63.1,3.42,1.2,1.17,29.26,48.72
"KLASSIK RADIO AGDE8030200651IC","KLASSIK RADIO AG",2020,"Germany","AUGSBURG","C2",9220,5553,483,17037,7956,9081,15765,14694,14694,87,6.34,10.32,5.6,0.96,1.32,147.34,53.3,35.54,1.63,1.61,3.18,20.41
"KLASSIK RADIO AGDE8030200651IU","KLASSIK RADIO AG",2020,"Germany","AUGSBURG","U2",9220,5553,483,14152,2821,11331,2350,2227,2227,0,6.85,11.15,14.84,18.31,0.2,NA,80.07,2.69,1.48,1.48,37.15,1.69
"KLASSIK RADIO AGDE8030200651IU","KLASSIK RADIO AG",2020,"Germany","AUGSBURG","U2",9220,5553,483,16988,6631,10357,2133,2045,2045,0,3.89,9.24,0.32,0.38,0.2,NA,60.97,31.67,1.03,1.03,36.99,0.56
"VOXELJET AGDE8030366267IAC","VOXELJET AG",2020,"Germany","FRIEDBERG","C*",3002,2757,357,62565,29034,33531,24602,24602,24602,NA,-52.47,-35.35,-22.28,-41.69,0.56,1.97,53.59,64.03,1.67,1.01,3.29,-10.38
"VOXELJET AGDE8030366267IAC","VOXELJET AG",2020,"Germany","FRIEDBERG","C*",3002,2757,357,53227,33431,19796,21567,21567,21567,NA,-61.04,-45.08,-29.25,-78.2,0.8,1.89,37.19,136.32,1.07,0.64,2.74,-7.39
"VOXELJET AGDE8030366267IC","VOXELJET AG",2020,"Germany","FRIEDBERG","C1",3002,2757,357,62305,28974,33331,25088,24602,24602,-14231,-54.31,-37.52,-22.83,-41.9,0.58,2.01,53.5,64.23,1.67,1.01,3.29,-10.96
"VOXELJET AGDE8030366267IC","VOXELJET AG",2020,"Germany","FRIEDBERG","C1",3002,2757,357,53227,33586,19641,22321,21567,21567,-15481,-50.84,-35.42,-29.25,-78.1,0.83,1.96,36.9,138.19,1.07,0.64,2.66,-6.37
"BHS TABLETOP AGDE8070000288IC","BHS TABLETOP AG",2020,"Germany","SELB","C2",2621,3722,326,121659,88350,33309,123168,121431,121431,2569,1.67,6.44,2.11,5.19,1.23,4.33,27.38,212.42,2.51,1.17,0.5,1.44
"BHS TABLETOP AGDE8070000288IU","BHS TABLETOP AG",2020,"Germany","SELB","U2",2621,3722,326,107836,66726,41110,95575,93567,93567,0,1.85,6.22,1.97,4.24,0.99,4.38,38.12,142.45,3.54,1.63,0.74,0.67
"KULMBACHER BRAUEREI AGDE8070000440IC","KULMBACHER BRAUEREI AG",2020,"Germany","KULMBACH","C2",1596,3533,208,210677,129831,80846,242111,232906,232906,8410,4.78,16.23,5.67,10.4,1.81,16.52,38.37,65.8,0.95,0.76,1.54,13.69
"KULMBACHER BRAUEREI AGDE8070000440IC","KULMBACHER BRAUEREI AG",2020,"Germany","KULMBACH","C2",1596,3533,208,229047,146639,82408,239676,236777,236777,6588,4.15,14.98,4.15,7.99,1.64,14.44,35.98,80.46,1.06,0.86,1.29,11.36
"KULMBACHER BRAUEREI AGDE8070000440IU","KULMBACHER BRAUEREI AG",2020,"Germany","KULMBACH","U2",1596,3533,208,123895,68846,55049,101077,100421,100421,0,6.29,21.17,5.95,9.44,1.18,48.39,44.43,56.79,1.44,1.39,1.8,3.9
"KULMBACHER BRAUEREI AGDE8070000440IU","KULMBACHER BRAUEREI AG",2020,"Germany","KULMBACH","U2",1596,3533,208,136577,80831,55746,99399,98500,98500,0,5.87,18.66,5.7,10.29,1.03,36.52,40.82,76.84,1.6,1.53,1.37,13.89
"FLATEXDEGIRO AGDE8070140829IC","FLATEXDEGIRO AG",2020,"Germany","KULMBACH","C2",6713,8777,628,1265962,1083760,182202,131952,131952,131952,14908,18.76,28.48,1.71,8.17,0.6,NA,14.39,60.59,1.04,1.04,4.71,7.07
"FLATEXDEGIRO AGDE8070140829IC","FLATEXDEGIRO AG",2020,"Germany","KULMBACH","C2",6713,8777,628,2818178,2372344,445834,261490,261490,261490,200,28.22,37.64,2.48,11.19,0.49,NA,15.82,42.29,0.99,0.99,4.88,17.87
"FLATEXDEGIRO AGDE8070140829IU","FLATEXDEGIRO AG",2020,"Germany","KULMBACH","U2",6713,8777,628,123797,15426,108371,35297,33867,33867,0,34.17,-6,7.93,6.68,0.3,352.97,87.54,11.45,5.45,5.43,11.73,-2.36
"FLATEXDEGIRO AGDE8070140829IU","FLATEXDEGIRO AG",2020,"Germany","KULMBACH","U2",6713,8777,628,438554,98311,340243,39392,38225,38225,0,NA,-56.32,9.05,5.96,0.1,NA,77.58,17.62,1.06,1.06,6.25,-13.19
"TUBESOLAR AGDE8070370936IU","TUBESOLAR AG",2020,"Germany","AUGSBURG","U1",4011,NA,491,18788,3303,15485,2394,2394,2394,0,-96.74,-46.74,-12.34,-9.05,0.14,NA,82.42,15.89,4.88,4.88,7.8,NA
"ZAPF CREATION AGDE8090023873IC","ZAPF CREATION AG",2020,"Germany","RÖDENTAL","C2",3650,3747,394,96431,27720,68711,105780,104899,104899,18094,16.92,18.79,18.76,19.01,1.53,15.75,71.25,0.79,3.2,2.95,126.31,71.89
"ZAPF CREATION AGDE8090023873IC","ZAPF CREATION AG",2020,"Germany","RÖDENTAL","C2",3650,3747,394,102767,24594,78173,83600,82583,82583,13283,17.75,20.2,12.93,12.23,1.06,12.18,76.07,0.48,3.94,3.66,209.02,58.64
"ZAPF CREATION AGDE8090023873IU","ZAPF CREATION AG",2020,"Germany","RÖDENTAL","U2",3650,3747,394,94779,24608,70171,97861,93615,93615,0,17.52,17.52,18.19,21.86,1.19,16.95,74.04,NA,6.29,5.83,5.75,90.74
"ZAPF CREATION AGDE8090023873IU","ZAPF CREATION AG",2020,"Germany","RÖDENTAL","U2",3650,3747,394,102708,21127,81581,83748,79033,79033,0,15.81,15.81,12.92,14.3,0.9,16.14,79.43,NA,8.61,8.09,7.34,90.69
"GREIFFENBERGER AGDE8110000020IC","GREIFFENBERGER AG",2020,"Germany","AUGSBURG","C2",2924,2757,356,48974,41744,7230,49860,49078,49078,-296,1.79,5.69,-0.6,6.68,2.01,2.76,14.76,477.97,1.56,0.81,0.41,0.79
"GREIFFENBERGER AGDE8110000020IC","GREIFFENBERGER AG",2020,"Germany","AUGSBURG","C2",2924,2757,356,46048,27076,18972,65058,43873,43873,16185,27.15,30.11,35.15,64.37,1.64,3.71,41.2,111.5,5.52,2.75,0.91,18.32
"GREIFFENBERGER AGDE8110000020IU","GREIFFENBERGER AG",2020,"Germany","AUGSBURG","U2",2924,2757,356,15624,8605,7019,315,NA,NA,0,NA,NA,-5.77,-14.76,0.02,NA,44.92,NA,1.25,NA,0.87,-3.38
"GREIFFENBERGER AGDE8110000020IU","GREIFFENBERGER AG",2020,"Germany","AUGSBURG","U2",2924,2757,356,18589,8538,10051,255,NA,NA,0,NA,NA,29.5,30.16,0.01,NA,54.07,82.8,5.27,NA,1.28,-5.41
"HOFTEX GROUP AGDE8110000515IC","HOFTEX GROUP AG",2020,"Germany","HOF","C2",1717,3763,228,182773,74975,107798,172403,171051,171051,2708,2.77,9.34,1.94,2.51,1.05,5.8,58.98,57.08,4.12,2.52,1.91,2.87
"HOFTEX GROUP AGDE8110000515IC","HOFTEX GROUP AG",2020,"Germany","HOF","C2",1717,3763,228,176742,69125,107617,141107,139340,139340,3138,3.68,11.67,2.08,2.92,1.02,4.8,60.89,50.72,1.96,1.2,3.49,4.13
"HOFTEX GROUP AGDE8110000515IU","HOFTEX GROUP AG",2020,"Germany","HOF","U2",1717,3763,228,187499,72528,114971,4615,4505,4505,0,-25.31,-7.04,2.22,3.37,0.03,NA,61.32,42.46,2.78,2.78,2.62,-0.86
"HOFTEX GROUP AGDE8110000515IU","HOFTEX GROUP AG",2020,"Germany","HOF","U2",1717,3763,228,181436,67194,114242,4608,4585,4585,0,-27.78,-8.36,0,0.08,0.03,NA,62.97,37.77,1.57,1.57,5.81,-1.21
"GK SOFTWARE SEDE8110027475IC","GK SOFTWARE SE",2020,"Germany","SCHOENECK","C2",7221,9537,737,114189,71860,42329,118368,115448,115448,-3139,2.79,10.25,1.08,-7.41,1.58,279.17,37.07,109.97,1.37,1.36,1.29,1.46
"GK SOFTWARE SEDE8110027475IC","GK SOFTWARE SE",2020,"Germany","SCHOENECK","C2",7221,9537,737,110676,61980,48696,120190,117560,117560,6266,10.38,17.49,8.21,12.75,1.48,679.04,44,77.34,1.83,1.83,1.5,7.62
"GK SOFTWARE SEDE8110027475IU","GK SOFTWARE SE",2020,"Germany","SCHOENECK","U2",7221,9537,737,79800,68205,11595,86168,84240,84240,0,-4.02,0.14,-7.17,-92.25,2.14,15.04,14.53,367,0.99,0.85,0.4,-2.18
"GK SOFTWARE SEDE8110027475IU","GK SOFTWARE SE",2020,"Germany","SCHOENECK","U2",7221,9537,737,77453,57652,19801,86660,82968,82968,0,3.34,7.51,8.99,36.52,1.87,16.15,25.57,160.14,1.31,1.14,0.75,1.76
"FRESENIUS MEDICAL CARE AG & CO. KGAADE8110066557IC","FRESENIUS MEDICAL CARE AG & CO. KGAA",2020,"Germany","BAD HOMBURG","C1",3310,4533,384,32934735,19707498,13227237,17505343,17476555,17476555,1438500,12.96,22.07,5.59,9.07,0.68,10.52,40.16,108.09,1.02,0.79,1.04,4.62
"FRESENIUS MEDICAL CARE AG & CO. KGAADE8110066557IC","FRESENIUS MEDICAL CARE AG & CO. KGAA",2020,"Germany","BAD HOMBURG","C1",3310,4533,384,31689036,19357726,12331310,17889842,17859063,17859063,1435832,12.88,21.78,6.11,9.44,0.7,9.44,38.91,115.55,1.18,0.87,0.93,5.62
"BBI BUERGERLICHES BRAUHAUS IMMOBILIEN AGDE8130001368IU","BBI BUERGERLICHES BRAUHAUS IMMOBILIEN AG",2020,"Germany","WIESBADEN","U1",7020,3533,651,157238,107005,50233,15316,14678,14678,6532,61.2,86.37,4.17,13,0.11,NA,31.95,197.76,0.27,0.27,0.53,3.26
"BBI BUERGERLICHES BRAUHAUS IMMOBILIEN AGDE8130001368IU","BBI BUERGERLICHES BRAUHAUS IMMOBILIEN AG",2020,"Germany","WIESBADEN","U1",7020,3533,651,158814,108581,50233,15680,15470,15470,6899,59.63,86.08,4.36,13.73,0.11,NA,31.63,189.69,0.41,0.41,0.55,3.86
"AUDI AGDE8130008438IAC","AUDI AG",2020,"Germany","INGOLSTADT","C*",3420,3353,371,66878000,39220000,27658000,55680000,55680000,55680000,NA,8.1,10.05,7.81,14.26,1.25,7.12,41.36,62.33,1.46,1.11,1.63,NA
"AUDI AGDE8130008438IAC","AUDI AG",2020,"Germany","INGOLSTADT","C*",3420,3353,371,67229000,42976000,24253000,49973000,49973000,49973000,NA,5.14,7.66,6.23,15.56,1.19,NA,36.08,NA,1.37,NA,1.37,NA
"AUDI AGDE8130008438IC","AUDI AG",2020,"Germany","INGOLSTADT","C1",3420,3353,371,66878000,38483000,28395000,57663000,55680000,55680000,5223000,7.67,15.07,7.81,13.56,1.29,7.37,42.46,57.52,1.47,1.12,1.75,18.42
"VIB VERMOEGEN AGDE8130013084IC","VIB VERMOEGEN AG",2020,"Germany","NEUBURG AN DER DONAU","C1",6720,8737,679,1359731,782436,577295,92640,90995,90995,65411,76.25,76.58,5.76,10.94,0.07,NA,42.46,133.82,1.1,1.1,0.78,4.67
"VIB VERMOEGEN AGDE8130013084IC","VIB VERMOEGEN AG",2020,"Germany","NEUBURG AN DER DONAU","C1",6720,8737,679,1454156,828978,625178,95673,94207,94207,67269,75.15,75.5,5.5,10.54,0.07,NA,42.99,130.88,1.49,1.49,0.79,5.03
"BAUER AKTIENGESELLSCHAFTDE8130069404IC","BAUER AKTIENGESELLSCHAFT",2020,"Germany","SCHROBENHAUSEN","C2",2952,2357,353,1628549,1241633,386916,1490436,1470922,1470922,-11318,2.46,8.15,-0.69,-9.6,2.09,3.25,23.76,196.11,1.02,0.52,1.18,0.65
"BAUER AKTIENGESELLSCHAFTDE8130069404IC","BAUER AKTIENGESELLSCHAFT",2020,"Germany","SCHROBENHAUSEN","C2",2952,2357,353,1543985,1178462,365523,1404503,1343241,1343241,16328,4.14,10.77,1.06,-2.3,1.6,3.31,23.67,199.56,1.35,0.72,0.71,1.51
